Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1948,London,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,10M Platform,Bronze
1948,London,Aquatics,Diving,"LEE, Samuel",USA,Men,10M Platform,Gold
1948,London,Aquatics,Diving,"HARLAN, Bruce Ira",USA,Men,10M Platform,Silver
1948,London,Aquatics,Diving,"CHRISTOFFERSEN-HANSON, Birte",DEN,Women,10M Platform,Bronze
1948,London,Aquatics,Diving,"DRAVES, Victoria Manalo",USA,Women,10M Platform,Gold
1948,London,Aquatics,Diving,"ELSENER, Patricia Anne",USA,Women,10M Platform,Silver
1948,London,Aquatics,Diving,"LEE, Samuel",USA,Men,3M Springboard,Bronze
1948,London,Aquatics,Diving,"HARLAN, Bruce Ira",USA,Men,3M Springboard,Gold
1948,London,Aquatics,Diving,"ANDERSON, Miller Altman",USA,Men,3M Springboard,Silver
1948,London,Aquatics,Diving,"ELSENER, Patricia Anne",USA,Women,3M Springboard,Bronze
1948,London,Aquatics,Diving,"DRAVES, Victoria Manalo",USA,Women,3M Springboard,Gold
1948,London,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",USA,Women,3M Springboard,Silver
1948,London,Aquatics,Swimming,"VALLEREY JR., Georges",FRA,Men,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,"STACK, Allen Mcintyre",USA,Men,100M Backstroke,Gold
1948,London,Aquatics,Swimming,"COWELL, Robert Elmer",USA,Men,100M Backstroke,Silver
1948,London,Aquatics,Swimming,"DAVIES, Judith Joy",AUS,Women,100M Backstroke,Bronze
1948,London,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,100M Backstroke,Gold
1948,London,Aquatics,Swimming,"ZIMMERMAN, Suzanne Winona",USA,Women,100M Backstroke,Silver
1948,London,Aquatics,Swimming,"KADAS, Geza",HUN,Men,100M Freestyle,Bronze
1948,London,Aquatics,Swimming,"RIS, Walter Stephen",USA,Men,100M Freestyle,Gold
1948,London,Aquatics,Swimming,"FORD, Alan Robert",USA,Men,100M Freestyle,Silver
1948,London,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,100M Freestyle,Bronze
1948,London,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,100M Freestyle,Gold
