Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1968,Mexico,Aquatics,Diving,"YOUNG, Edwin Frank",USA,Men,10M Platform,Bronze
1968,Mexico,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10M Platform,Gold
1968,Mexico,Aquatics,Diving,"GAXIOLA ROBLES, Alvaro",MEX,Men,10M Platform,Silver
1968,Mexico,Aquatics,Diving,"PETERSON, Ann Stewart",USA,Women,10M Platform,Bronze
1968,Mexico,Aquatics,Diving,"DUCHKOVA, Milena",TCH,Women,10M Platform,Gold
1968,Mexico,Aquatics,Diving,"KUZNETSOVA-LOBANOVA, Natalya",URS,Women,10M Platform,Silver
1968,Mexico,Aquatics,Diving,"HENRY, James Edward",USA,Men,3M Springboard,Bronze
1968,Mexico,Aquatics,Diving,"WRIGHTSON, Bernard Charles",USA,Men,3M Springboard,Gold
1968,Mexico,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,3M Springboard,Silver
1968,Mexico,Aquatics,Diving,"O'SULLIVAN, Keala",USA,Women,3M Springboard,Bronze
1968,Mexico,Aquatics,Diving,"GOSSICK, Susanne",USA,Women,3M Springboard,Gold
1968,Mexico,Aquatics,Diving,"FEDOSOVA-POGOZHEVA, Tamara",URS,Women,3M Springboard,Silver
1968,Mexico,Aquatics,Swimming,"MILLS, Ronald P.",USA,Men,100M Backstroke,Bronze
1968,Mexico,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100M Backstroke,Gold
1968,Mexico,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,100M Backstroke,Silver
1968,Mexico,Aquatics,Swimming,"SWAGERTY, Jane Ellen",USA,Women,100M Backstroke,Bronze
1968,Mexico,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,100M Backstroke,Gold
1968,Mexico,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,100M Backstroke,Silver
1968,Mexico,Aquatics,Swimming,"PANKIN, Nikolai",URS,Men,100M Breaststroke,Bronze
1968,Mexico,Aquatics,Swimming,"MCKENZIE, Donald Ward Jr.",USA,Men,100M Breaststroke,Gold
1968,Mexico,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,100M Breaststroke,Silver
1968,Mexico,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,100M Breaststroke,Bronze
1968,Mexico,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,100M Breaststroke,Gold
1968,Mexico,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100M Breaststroke,Silver
1968,Mexico,Aquatics,Swimming,"WALES, Ross Elliott",USA,Men,100M Butterfly,Bronze
1968,Mexico,Aquatics,Swimming,"RUSSELL, Douglas Albert",USA,Men,100M Butterfly,Gold
1968,Mexico,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100M Butterfly,Silver
1968,Mexico,Aquatics,Swimming,"SHIELDS, Susanne Marie",USA,Women,100M Butterfly,Bronze
1968,Mexico,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Women,100M Butterfly,Gold
1968,Mexico,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,100M Butterfly,Silver
1968,Mexico,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100M Freestyle,Bronze
1968,Mexico,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,100M Freestyle,Gold
1968,Mexico,Aquatics,Swimming,"WALSH, Kenneth Marshall",USA,Men,100M Freestyle,Silver
1968,Mexico,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,100M Freestyle,Bronze
1968,Mexico,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,100M Freestyle,Gold
1968,Mexico,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,100M Freestyle,Silver
1968,Mexico,Aquatics,Swimming,"BROUGH, Gregory",AUS,Men,1500M Freestyle,Bronze
1968,Mexico,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500M Freestyle,Gold
1968,Mexico,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,1500M Freestyle,Silver
1968,Mexico,Aquatics,Swimming,"HORSLEY, Jack S.",USA,Men,200M Backstroke,Bronze
1968,Mexico,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200M Backstroke,Gold
1968,Mexico,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200M Backstroke,Silver
1968,Mexico,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,200M Backstroke,Bronze
1968,Mexico,Aquatics,Swimming,"WATSON, Lillian Debra",USA,Women,200M Backstroke,Gold
1968,Mexico,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,200M Backstroke,Silver
1968,Mexico,Aquatics,Swimming,"JOB, Brian Gregory",USA,Men,200M Breaststroke,Bronze
1968,Mexico,Aquatics,Swimming,"MUNOZ, Felipe",MEX,Men,200M Breaststroke,Gold
1968,Mexico,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,200M Breaststroke,Silver
1968,Mexico,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200M Breaststroke,Bronze
1968,Mexico,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,200M Breaststroke,Gold
1968,Mexico,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,200M Breaststroke,Silver
1968,Mexico,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200M Butterfly,Bronze
1968,Mexico,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200M Butterfly,Gold
1968,Mexico,Aquatics,Swimming,"WOODROFFE, Martyn John",GBR,Men,200M Butterfly,Silver
1968,Mexico,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200M Butterfly,Bronze
1968,Mexico,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,200M Butterfly,Gold
1968,Mexico,Aquatics,Swimming,"LINDNER, Helga",GDR,Women,200M Butterfly,Silver
1968,Mexico,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,200M Freestyle,Bronze
1968,Mexico,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,200M Freestyle,Gold
1968,Mexico,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,200M Freestyle,Silver
