Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1936,Berlin,Aquatics,Diving,"STORK, Hermann",GER,Men,10M Platform,Bronze
1936,Berlin,Aquatics,Diving,"WAYNE, Marshall",USA,Men,10M Platform,Gold
1936,Berlin,Aquatics,Diving,"ROOT, Elbert Alonzo",USA,Men,10M Platform,Silver
1936,Berlin,Aquatics,Diving,"KÖHLER, Käthe",GER,Women,10M Platform,Bronze
1936,Berlin,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,10M Platform,Gold
1936,Berlin,Aquatics,Diving,"DUNN PLOESSEL, Velma Clancy",USA,Women,10M Platform,Silver
1936,Berlin,Aquatics,Diving,"GREENE, Alan",USA,Men,3M Springboard,Bronze
1936,Berlin,Aquatics,Diving,"DEGENER, Richard Kempster",USA,Men,3M Springboard,Gold
1936,Berlin,Aquatics,Diving,"WAYNE, Marshall",USA,Men,3M Springboard,Silver
1936,Berlin,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,3M Springboard,Bronze
1936,Berlin,Aquatics,Diving,"GESTRING, Marjorie",USA,Women,3M Springboard,Gold
1936,Berlin,Aquatics,Diving,"RAWLS, Katherine Louise",USA,Women,3M Springboard,Silver
1936,Berlin,Aquatics,Swimming,"KIYOKAWA, Masaji",JPN,Men,100M Backstroke,Bronze
1936,Berlin,Aquatics,Swimming,"KIEFER, Adolph Gustav",USA,Men,100M Backstroke,Gold
1936,Berlin,Aquatics,Swimming,"VAN DE WEGHE, Albert",USA,Men,100M Backstroke,Silver
1936,Berlin,Aquatics,Swimming,"BRIDGES, Alice W.",USA,Women,100M Backstroke,Bronze
1936,Berlin,Aquatics,Swimming,"SENFF, Dina Willemina Jacoba",NED,Women,100M Backstroke,Gold
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",NED,Women,100M Backstroke,Silver
1936,Berlin,Aquatics,Swimming,"ARAI, Shigeo",JPN,Men,100M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"CSIK, Ferenc",HUN,Men,100M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"YUSA, Masanori",JPN,Men,100M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"ARENDT-JACOBS, Gisela",GER,Women,100M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",NED,Women,100M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"CAMPBELL, Jeanette Morven",ARG,Women,100M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"UTO, Shunpei",JPN,Men,1500M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"TERADA, Noboru",JPN,Men,1500M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"MEDICA, Jack C.",USA,Men,1500M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"KOIKE, Reizo",JPN,Men,200M Breaststroke,Bronze
1936,Berlin,Aquatics,Swimming,"HAMURO, Tetsuo",JPN,Men,200M Breaststroke,Gold
1936,Berlin,Aquatics,Swimming,"SIETAS, Erwin",GER,Men,200M Breaststroke,Silver
1936,Berlin,Aquatics,Swimming,"SÖRENSEN, Inge",DEN,Women,200M Breaststroke,Bronze
1936,Berlin,Aquatics,Swimming,"MAEHATA, Hideko",JPN,Women,200M Breaststroke,Gold
1936,Berlin,Aquatics,Swimming,"GENENGER, Martha",GER,Women,200M Breaststroke,Silver
1936,Berlin,Aquatics,Swimming,"MAKINO, Shozo",JPN,Men,400M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"MEDICA, Jack C.",USA,Men,400M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"UTO, Shunpei",JPN,Men,400M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"KIGHT-WINGARD, Lenore",USA,Women,400M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",NED,Women,400M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"HVEGER, Ragnild Tove",DEN,Women,400M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"FREEMAN, Mavis Anne",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"LAPP, Bernice Ruth",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"MCKEAN, Mary Olive",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"RAWLS, Katherine Louise",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"MASTENBROEK, Hendrika",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"SELBACH, Johanna Katarina",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"WAGNER, Catharina (Tini) Willemina",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"ARENDT-JACOBS, Gisela",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"HALBSGUTH, Ruth",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"LOHMAR -HENZE, Maria Magdalene",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"SCHMITZ, Ingeborg",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"ABAY-NEMES, Oszkar",HUN,Men,4X200M Freestyle Relay,Bronze
