Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1952,Helsinki,Aquatics,Diving,"HAASE, Günther",GER,Men,10M Platform,Bronze
1952,Helsinki,Aquatics,Diving,"LEE, Samuel",USA,Men,10M Platform,Gold
1952,Helsinki,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,10M Platform,Silver
1952,Helsinki,Aquatics,Diving,"STOVER-IRWIN, Juno Roslays",USA,Women,10M Platform,Bronze
1952,Helsinki,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,10M Platform,Gold
1952,Helsinki,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,10M Platform,Silver
1952,Helsinki,Aquatics,Diving,"CLOTWORTHY, Robert Lynn",USA,Men,3M Springboard,Bronze
1952,Helsinki,Aquatics,Diving,"BROWNING, David Grieg Jr.",USA,Men,3M Springboard,Gold
1952,Helsinki,Aquatics,Diving,"ANDERSON, Miller Altman",USA,Men,3M Springboard,Silver
1952,Helsinki,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",USA,Women,3M Springboard,Bronze
1952,Helsinki,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,3M Springboard,Gold
1952,Helsinki,Aquatics,Diving,"MOREAU, Madeleine",FRA,Women,3M Springboard,Silver
1952,Helsinki,Aquatics,Swimming,"TAYLOR, Jack George Neil",USA,Men,100M Backstroke,Bronze
1952,Helsinki,Aquatics,Swimming,"OYAKAWA, Yoshinobu",USA,Men,100M Backstroke,Gold
1952,Helsinki,Aquatics,Swimming,"BOZON, Gilbert",FRA,Men,100M Backstroke,Silver
1952,Helsinki,Aquatics,Swimming,"STEWART, Jean",NZL,Women,100M Backstroke,Bronze
1952,Helsinki,Aquatics,Swimming,"HARRISON, Joan Cynthia",RSA,Women,100M Backstroke,Gold
1952,Helsinki,Aquatics,Swimming,"WIELEMA, Geertje",NED,Women,100M Backstroke,Silver
1952,Helsinki,Aquatics,Swimming,"LARSSON, Göran",SWE,Men,100M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,"SCHOLES, Clark Currie",USA,Men,100M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,"SUZUKI, Hiroshi",JPN,Men,100M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,"TEMES, Judith",HUN,Women,100M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,"SZÖKE, Katalin",HUN,Women,100M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,100M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,"OKAMOTO, Tetsuo",BRA,Men,1500M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,1500M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,"HASHIZUME, Shiro",JPN,Men,1500M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,"KLEIN, Herbert",GER,Men,200M Breaststroke,Bronze
1952,Helsinki,Aquatics,Swimming,"DAVIES, John Griffith",AUS,Men,200M Breaststroke,Gold
1952,Helsinki,Aquatics,Swimming,"STASSFORTH, Bowen Dow",USA,Men,200M Breaststroke,Silver
1952,Helsinki,Aquatics,Swimming,"GORDON-MCKAY, Helen Orr",GBR,Women,200M Breaststroke,Bronze
1952,Helsinki,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200M Breaststroke,Gold
1952,Helsinki,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200M Breaststroke,Silver
1952,Helsinki,Aquatics,Swimming,"ÖSTRAND, Per-Olof",SWE,Men,400M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,"BOITEUX, Jean",FRA,Men,400M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,400M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",USA,Women,400M Freestyle,Bronze
1952,Helsinki,Aquatics,Swimming,"GYENGE, Valeria",HUN,Women,400M Freestyle,Gold
1952,Helsinki,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,400M Freestyle,Silver
1952,Helsinki,Aquatics,Swimming,"ALDERSON-ROSAZZA, Joan Ann",USA,Women,4X100M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",USA,Women,4X100M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"LA VINE, Jacqueline Carol",USA,Women,4X100M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"STEPAN, Mary Louise",USA,Women,4X100M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"NOVAK, Ilona",HUN,Women,4X100M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,4X100M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"SZÖKE, Katalin",HUN,Women,4X100M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"TEMES, Judith",HUN,Women,4X100M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"HEIJTING-SCHUHMACHER, Irma",NED,Women,4X100M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,4X100M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,4X100M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"VAN VOORN, Cornelia (Koosje)",NED,Women,4X100M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"BERNARDO, Joseph",FRA,Men,4X200M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"BOITEUX, Jean",FRA,Men,4X200M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"EMINENTE, Aldo",FRA,Men,4X200M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"JANY, Alexandre",FRA,Men,4X200M Freestyle Relay,Bronze
1952,Helsinki,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,4X200M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,4X200M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"MOORE, Wayne Richard",USA,Men,4X200M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"WOOLSEY, William Tripp",USA,Men,4X200M Freestyle Relay,Gold
1952,Helsinki,Aquatics,Swimming,"GOTO, Toru",JPN,Men,4X200M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"HAMAGUCHI, Yoshihiro",JPN,Men,4X200M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"SUZUKI, Hiroshi",JPN,Men,4X200M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Swimming,"TANIKAWA, Teijiro",JPN,Men,4X200M Freestyle Relay,Silver
1952,Helsinki,Aquatics,Water polo,"ARENA, Ermenegildo",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"CECCARINI, Lucio",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"DE SANZUANE, Renato",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"GAMBINO, Raffaello",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"GIONTA, Salvatore",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"MANNELLI, Maurizio",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"OGNIO, Geminio",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"PERETTI, Carlo",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"POLITO, Vincenzo",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"RUBINI, Cesare",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"TRAIOLA, Renato",ITA,Men,Water Polo,Bronze
1952,Helsinki,Aquatics,Water polo,"ANTAL, Robert",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"BOLVARI, Antal",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"FABIAN, Dezsö",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"HASZNOS, Istvan",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"KARPATI, György",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"LEMHENYI, DezsÃ¶",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"MARTIN, Miklos",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"SZITTYA, Karoly",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"VIZVARI, György",HUN,Men,Water Polo,Gold
1952,Helsinki,Aquatics,Water polo,"BAKASUN, Veljko",YUG,Men,Water Polo,Silver
1952,Helsinki,Aquatics,Water polo,"BRAINOVIC, Marko",YUG,Men,Water Polo,Silver
1952,Helsinki,Aquatics,Water polo,"IVKOVIC, Vladimir",YUG,Men,Water Polo,Silver
1952,Helsinki,Aquatics,Water polo,"JEZIC, Zdravko",YUG,Men,Water Polo,Silver
