Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1908,London,Aquatics,Diving,"SPANGBERG, Arvid",SWE,Men,10M Platform,Bronze
1908,London,Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,10M Platform,Gold
1908,London,Aquatics,Diving,"MALMSTRÖM, Karl",SWE,Men,10M Platform,Silver
1908,London,Aquatics,Diving,"GAIDZIK, George William",USA,Men,3M Springboard,Bronze
1908,London,Aquatics,Diving,"WALZ, Gottlob",GER,Men,3M Springboard,Bronze
1908,London,Aquatics,Diving,"ZÜRNER, Albert",GER,Men,3M Springboard,Gold
1908,London,Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3M Springboard,Silver
1908,London,Aquatics,Swimming,"HARESNAPE, Herbert Nickall",GBR,Men,100M Backstroke,Bronze
1908,London,Aquatics,Swimming,"BIEBERSTEIN, Arno",GER,Men,100M Backstroke,Gold
1908,London,Aquatics,Swimming,"DAM, Hans Peter Ludwig",DEN,Men,100M Backstroke,Silver
1908,London,Aquatics,Swimming,"JULIN, Harald S.A.",SWE,Men,100M Freestyle,Bronze
1908,London,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100M Freestyle,Gold
1908,London,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100M Freestyle,Silver
1908,London,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,1500M Freestyle,Bronze
1908,London,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,1500M Freestyle,Gold
1908,London,Aquatics,Swimming,"BATTERSBY, Thomas Sidney",GBR,Men,1500M Freestyle,Silver
1908,London,Aquatics,Swimming,"HANSSON, Pontus",SWE,Men,200M Breaststroke,Bronze
1908,London,Aquatics,Swimming,"HOLMAN, Frederick",GBR,Men,200M Breaststroke,Gold
1908,London,Aquatics,Swimming,"ROBINSON, William Walter",GBR,Men,200M Breaststroke,Silver
1908,London,Aquatics,Swimming,"SCHEFF, Otto",AUT,Men,400M Freestyle,Bronze
1908,London,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,400M Freestyle,Gold
1908,London,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,400M Freestyle,Silver
1908,London,Aquatics,Swimming,"DANIELS, Charles",USA,Men,4X200M Freestyle Relay,Bronze
1908,London,Aquatics,Swimming,"GOODWIN, Leo Budd",USA,Men,4X200M Freestyle Relay,Bronze
