Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1992,Barcelona,Aquatics,Diving,"XIONG, Ni",CHN,Men,10M Platform,Bronze
1992,Barcelona,Aquatics,Diving,"SUN, Shuwei",CHN,Men,10M Platform,Gold
1992,Barcelona,Aquatics,Diving,"DONIE, Scott R.",USA,Men,10M Platform,Silver
1992,Barcelona,Aquatics,Diving,"CLARK, Mary Ellen",USA,Women,10M Platform,Bronze
1992,Barcelona,Aquatics,Diving,"FU, Mingxia",CHN,Women,10M Platform,Gold
1992,Barcelona,Aquatics,Diving,"MIROCHINA, Elena",EUN,Women,10M Platform,Silver
1992,Barcelona,Aquatics,Diving,"SAUTIN, Dmitry",EUN,Men,3M Springboard,Bronze
1992,Barcelona,Aquatics,Diving,"LENZI, Mark Edward",USA,Men,3M Springboard,Gold
1992,Barcelona,Aquatics,Diving,"TAN, Liang-De",CHN,Men,3M Springboard,Silver
1992,Barcelona,Aquatics,Diving,"BALDUS, Brita Pia",GER,Women,3M Springboard,Bronze
1992,Barcelona,Aquatics,Diving,"GAO, Min",CHN,Women,3M Springboard,Gold
1992,Barcelona,Aquatics,Diving,"LACHKO, Irina",EUN,Women,3M Springboard,Silver
1992,Barcelona,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,100M Backstroke,Bronze
1992,Barcelona,Aquatics,Swimming,"TEWKSBURY, Mark",CAN,Men,100M Backstroke,Gold
1992,Barcelona,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,Men,100M Backstroke,Silver
1992,Barcelona,Aquatics,Swimming,"LOVELESS, Lea",USA,Women,100M Backstroke,Bronze
1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,100M Backstroke,Gold
1992,Barcelona,Aquatics,Swimming,"SZABO, Tunde",HUN,Women,100M Backstroke,Silver
1992,Barcelona,Aquatics,Swimming,"ROGERS, Philip John",AUS,Men,100M Breaststroke,Bronze
1992,Barcelona,Aquatics,Swimming,"DIEBEL, Nelson",USA,Men,100M Breaststroke,Gold
1992,Barcelona,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,100M Breaststroke,Silver
1992,Barcelona,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Women,100M Breaststroke,Bronze
1992,Barcelona,Aquatics,Swimming,"RUDKOVSKAYA, Elena",EUN,Women,100M Breaststroke,Gold
1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,Women,100M Breaststroke,Silver
1992,Barcelona,Aquatics,Swimming,"NESTY, Anthony Conrad",SUR,Men,100M Butterfly,Bronze
1992,Barcelona,Aquatics,Swimming,"MORALES, Pablo",USA,Men,100M Butterfly,Gold
1992,Barcelona,Aquatics,Swimming,"SZUKALA, Rafal",POL,Men,100M Butterfly,Silver
1992,Barcelona,Aquatics,Swimming,"PLEWINSKI, Catherine",FRA,Women,100M Butterfly,Bronze
1992,Barcelona,Aquatics,Swimming,"QIAN, Hong",CHN,Women,100M Butterfly,Gold
1992,Barcelona,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,Women,100M Butterfly,Silver
1992,Barcelona,Aquatics,Swimming,"CARON, Stephan",FRA,Men,100M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"POPOV, Alexander",EUN,Men,100M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"BORGES, Gustavo",BRA,Men,100M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,100M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"ZHUANG, Yong",CHN,Women,100M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"THOMPSON, Jenny",USA,Women,100M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"HOFFMANN, Jörg",GER,Men,1500M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,1500M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"HOUSMAN, Glen Clifford",AUS,Men,1500M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"BATTISTELLI, Stefano",ITA,Men,200M Backstroke,Bronze
1992,Barcelona,Aquatics,Swimming,"LOPEZ-ZUBERO, Martin",ESP,Men,200M Backstroke,Gold
1992,Barcelona,Aquatics,Swimming,"SELKOV, Vladimir",EUN,Men,200M Backstroke,Silver
1992,Barcelona,Aquatics,Swimming,"STEVENSON, Nicole Dawn",AUS,Women,200M Backstroke,Bronze
1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,200M Backstroke,Gold
1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",GER,Women,200M Backstroke,Silver
1992,Barcelona,Aquatics,Swimming,"GILLINGHAM, Nick",GBR,Men,200M Breaststroke,Bronze
1992,Barcelona,Aquatics,Swimming,"BARROWMAN, Mike",USA,Men,200M Breaststroke,Gold
1992,Barcelona,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,200M Breaststroke,Silver
1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,Women,200M Breaststroke,Bronze
1992,Barcelona,Aquatics,Swimming,"IWASAKI, Kyoko",JPN,Women,200M Breaststroke,Gold
1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,Women,200M Breaststroke,Silver
1992,Barcelona,Aquatics,Swimming,"ESPOSITO, Franck",FRA,Men,200M Butterfly,Bronze
1992,Barcelona,Aquatics,Swimming,"STEWART, Melvin",USA,Men,200M Butterfly,Gold
1992,Barcelona,Aquatics,Swimming,"LOADER, Danyon Joseph",NZL,Men,200M Butterfly,Silver
1992,Barcelona,Aquatics,Swimming,"O'NEILL, Susan",AUS,Women,200M Butterfly,Bronze
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,Women,200M Butterfly,Gold
1992,Barcelona,Aquatics,Swimming,"WANG, Xiaohong",CHN,Women,200M Butterfly,Silver
1992,Barcelona,Aquatics,Swimming,"KASVIO, Antti Alexander",FIN,Men,200M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"SADOVYI, Evgueni",EUN,Men,200M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Men,200M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"KIELGASS, Kerstin",GER,Women,200M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"HAISLETT, Nicole Lee",USA,Women,200M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,200M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"CZENE, Attila",HUN,Men,200M Individual Medley,Bronze
1992,Barcelona,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,200M Individual Medley,Gold
1992,Barcelona,Aquatics,Swimming,"BURGESS, Gregory",USA,Men,200M Individual Medley,Silver
1992,Barcelona,Aquatics,Swimming,"HUNGER, Daniela",GER,Women,200M Individual Medley,Bronze
1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,Women,200M Individual Medley,Gold
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,Women,200M Individual Medley,Silver
1992,Barcelona,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Men,400M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"SADOVYI, Evgueni",EUN,Men,400M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,400M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Women,400M Freestyle,Bronze
1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",GER,Women,400M Freestyle,Gold
1992,Barcelona,Aquatics,Swimming,"EVANS, Janet",USA,Women,400M Freestyle,Silver
1992,Barcelona,Aquatics,Swimming,"SACCHI, Luca",ITA,Men,400M Individual Medley,Bronze
1992,Barcelona,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,400M Individual Medley,Gold
1992,Barcelona,Aquatics,Swimming,"NAMESNIK, Eric",USA,Men,400M Individual Medley,Silver
1992,Barcelona,Aquatics,Swimming,"SANDERS, Summer",USA,Women,400M Individual Medley,Bronze
1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,400M Individual Medley,Gold
1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,Women,400M Individual Medley,Silver
1992,Barcelona,Aquatics,Swimming,"PINGER, Mark",GER,Men,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"RICHTER, Dirk",GER,Men,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"SZIGAT, Andreas",GER,Men,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"TRÖGER, Christian",GER,Men,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"ZESNER, Steffen",GER,Men,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"ZIKARSKY, Bengt",GER,Men,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"HUDEPOHL, Joseph",USA,Men,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"JAGER, Thomas Michael",USA,Men,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"JORDAN, Shaun",USA,Men,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"OLSEN, Jon",USA,Men,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"THOMAS, Joel",USA,Men,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"BASHKATOV, Juri",EUN,Men,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"KHNYKIN, Pavlo",EUN,Men,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"POPOV, Alexander",EUN,Men,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"PRIGODA, Guennadi",EUN,Men,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"PYSHNENKO, Vladimir",EUN,Men,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"TAIANOVITCH, Veniamin",EUN,Men,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"HADDING, Annette",GER,Women,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"HUNGER, Daniela",GER,Women,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"KIELGASS, Kerstin",GER,Women,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"OSYGUS, Simone",GER,Women,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"STELLMACH, Manuela",GER,Women,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,4X100M Freestyle Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,Women,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"HAISLETT, Nicole Lee",USA,Women,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"MARTINO, Angel",USA,Women,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"TAPPIN, Ashley T",USA,Women,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"THOMPSON, Jenny",USA,Women,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"TORRES, Dara",USA,Women,4X100M Freestyle Relay,Gold
1992,Barcelona,Aquatics,Swimming,"LE, Jingyi",CHN,Women,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"LU, Bin",CHN,Women,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"YANG, Wenyi",CHN,Women,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"ZHAO, Kun",CHN,Women,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"ZHUANG, Yong",CHN,Women,4X100M Freestyle Relay,Silver
1992,Barcelona,Aquatics,Swimming,"CLARKE, Stephen",CAN,Men,4X100M Medley Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"CLEVELAND, Jonathan Thomas",CAN,Men,4X100M Medley Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"GERY, Marcel",CAN,Men,4X100M Medley Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"PONTING, Thomas",CAN,Men,4X100M Medley Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"TEWKSBURY, Mark",CAN,Men,4X100M Medley Relay,Bronze
1992,Barcelona,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"DERSCH, Hans",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"DIEBEL, Nelson",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"MORALES, Pablo",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"OLSEN, Jon",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"STEWART, Melvin",USA,Men,4X100M Medley Relay,Gold
1992,Barcelona,Aquatics,Swimming,"IVANOV, Vassili",EUN,Men,4X100M Medley Relay,Silver
1992,Barcelona,Aquatics,Swimming,"KHNYKIN, Pavlo",EUN,Men,4X100M Medley Relay,Silver
1992,Barcelona,Aquatics,Swimming,"KULIKOV, Vladislav",EUN,Men,4X100M Medley Relay,Silver
1992,Barcelona,Aquatics,Swimming,"POPOV, Alexander",EUN,Men,4X100M Medley Relay,Silver
