Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1960,Rome,Aquatics,Diving,"PHELPS, Brian Eric",GBR,Men,10M Platform,Bronze
1960,Rome,Aquatics,Diving,"WEBSTER, Robert David",USA,Men,10M Platform,Gold
1960,Rome,Aquatics,Diving,"TOBIAN, Gary Milburn",USA,Men,10M Platform,Silver
1960,Rome,Aquatics,Diving,"KRUTOVA, Ninel",URS,Women,10M Platform,Bronze
1960,Rome,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",EUA,Women,10M Platform,Gold
1960,Rome,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,10M Platform,Silver
1960,Rome,Aquatics,Diving,"BOTELLA MEDINA, Juan",MEX,Men,3M Springboard,Bronze
1960,Rome,Aquatics,Diving,"TOBIAN, Gary Milburn",USA,Men,3M Springboard,Gold
1960,Rome,Aquatics,Diving,"HALL, Samuel Nesley",USA,Men,3M Springboard,Silver
1960,Rome,Aquatics,Diving,"FERRIS, Elizabeth Anne E.",GBR,Women,3M Springboard,Bronze
1960,Rome,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",EUA,Women,3M Springboard,Gold
1960,Rome,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,3M Springboard,Silver
1960,Rome,Aquatics,Swimming,"BENNETT, Robert Earl",USA,Men,100M Backstroke,Bronze
1960,Rome,Aquatics,Swimming,"THEILE, David Egmont",AUS,Men,100M Backstroke,Gold
1960,Rome,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",USA,Men,100M Backstroke,Silver
1960,Rome,Aquatics,Swimming,"TANAKA, Satoko",JPN,Women,100M Backstroke,Bronze
1960,Rome,Aquatics,Swimming,"BURKE, Lynn Edythe",USA,Women,100M Backstroke,Gold
1960,Rome,Aquatics,Swimming,"STEWARD, Natalie Alwyne",GBR,Women,100M Backstroke,Silver
1960,Rome,Aquatics,Swimming,"ANDREW, Janice",AUS,Women,100M Butterfly,Bronze
1960,Rome,Aquatics,Swimming,"SCHULER, Carolyn Jane",USA,Women,100M Butterfly,Gold
1960,Rome,Aquatics,Swimming,"HEEMSKERK, Marianne Yvonne",NED,Women,100M Butterfly,Silver
1960,Rome,Aquatics,Swimming,"DOS SANTOS, Manoel",BRA,Men,100M Freestyle,Bronze
1960,Rome,Aquatics,Swimming,"DEVITT, John",AUS,Men,100M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"LARSON, Lance Melvin",USA,Men,100M Freestyle,Silver
1960,Rome,Aquatics,Swimming,"STEWARD, Natalie Alwyne",GBR,Women,100M Freestyle,Bronze
1960,Rome,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,100M Freestyle,Silver
1960,Rome,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,1500M Freestyle,Bronze
1960,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Men,1500M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"ROSE, Murray",AUS,Men,1500M Freestyle,Silver
1960,Rome,Aquatics,Swimming,"MENSONIDES, Wieger Emile",NED,Men,200M Breaststroke,Bronze
1960,Rome,Aquatics,Swimming,"MULLIKEN, William Danforth",USA,Men,200M Breaststroke,Gold
1960,Rome,Aquatics,Swimming,"OSAKI, Yoshihiko",JPN,Men,200M Breaststroke,Silver
1960,Rome,Aquatics,Swimming,"GÖBEL, Barbara",EUA,Women,200M Breaststroke,Bronze
1960,Rome,Aquatics,Swimming,"LONSBROUGH, Anita",GBR,Women,200M Breaststroke,Gold
1960,Rome,Aquatics,Swimming,"URSELMANN, Wiltrud",EUA,Women,200M Breaststroke,Silver
1960,Rome,Aquatics,Swimming,"GILLANDERS, John David",USA,Men,200M Butterfly,Bronze
1960,Rome,Aquatics,Swimming,"TROY, Michael Francis",USA,Men,200M Butterfly,Gold
1960,Rome,Aquatics,Swimming,"HAYES, Neville",AUS,Men,200M Butterfly,Silver
1960,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Men,400M Freestyle,Bronze
1960,Rome,Aquatics,Swimming,"ROSE, Murray",AUS,Men,400M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,400M Freestyle,Silver
1960,Rome,Aquatics,Swimming,"LAGERBERG, Catharina (Tineke)",NED,Women,400M Freestyle,Bronze
1960,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,400M Freestyle,Gold
1960,Rome,Aquatics,Swimming,"CEDERQVIST, Jane",SWE,Women,400M Freestyle,Silver
1960,Rome,Aquatics,Swimming,"BRUNNER, Ursula",EUA,Women,4X100M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"PECHSTEIN, Heidi",EUA,Women,4X100M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"STEFFIN, Christel",EUA,Women,4X100M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"WEISS, Gisela",EUA,Women,4X100M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"SPILLANE, Joan Arlene",USA,Women,4X100M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"STOBS, Shirley Anne",USA,Women,4X100M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,4X100M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"WOOD, Carolyn Virginia",USA,Women,4X100M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"COLQUHOUN, Alva",AUS,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"KONRADS, Ilsa",AUS,Women,4X100M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"HIRAKIDA, Koichi",JPN,Men,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"OSAKI, Yoshihiko",JPN,Men,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"SHIMIZU, Keigo",JPN,Men,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"TOMITA, Kazuo",JPN,Men,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"FARRELL, Felix Geoffrey",USA,Men,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"HAIT, Paul William",USA,Men,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"LARSON, Lance Melvin",USA,Men,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",USA,Men,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"GATHERCOLE, Terence",AUS,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"HAYES, Neville",AUS,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"SHIPTON, Geoffrey",AUS,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"THEILE, David Egmont",AUS,Men,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"BRUNNER, Ursula",EUA,Women,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"FUHRMANN, Bärbel",EUA,Women,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"KÜPER, Ursula",EUA,Women,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"SCHMIDT, Ingrid",EUA,Women,4X100M Medley Relay,Bronze
1960,Rome,Aquatics,Swimming,"BURKE, Lynn Edythe",USA,Women,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"KEMPNER, Patricia",USA,Women,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"SCHULER, Carolyn Jane",USA,Women,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,4X100M Medley Relay,Gold
1960,Rome,Aquatics,Swimming,"ANDREW, Janice",AUS,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"LASSIG, Rosemary",AUS,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"WILSON, Maryleen Joy",AUS,Women,4X100M Medley Relay,Silver
1960,Rome,Aquatics,Swimming,"DEVITT, John",AUS,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"DICKSON, David Gavin",AUS,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"ROSE, Murray",AUS,Men,4X200M Freestyle Relay,Bronze
1960,Rome,Aquatics,Swimming,"BLICK, Richard Adolph",USA,Men,4X200M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"FARRELL, Felix Geoffrey",USA,Men,4X200M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"HARRISON, George Prifold",USA,Men,4X200M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"TROY, Michael Francis",USA,Men,4X200M Freestyle Relay,Gold
1960,Rome,Aquatics,Swimming,"FUJIMOTO, Tatsuo",JPN,Men,4X200M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"FUKUI, Makoto",JPN,Men,4X200M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"ISHII, Hiroshi",JPN,Men,4X200M Freestyle Relay,Silver
1960,Rome,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,4X200M Freestyle Relay,Silver
1960,Rome,Aquatics,Water polo,"BOROS, Otto",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"FELKAI, Laszlo",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"HEVESI, Istvan",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"KANIZSA, Tivadar",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"KARPATI, György",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"KATONA, Andras",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"MAYER, Mihaly",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"RUSORAN, Peter",HUN,Men,Water Polo,Bronze
1960,Rome,Aquatics,Water polo,"AMBRON, Amedeo",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"BARDI, Danilo",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"D'ALTRUI, Giuseppe",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"GIONTA, Salvatore",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"GUERRINI, Giancarlo",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"LAVORATORI, Franco",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"LONZI, Gianni",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"MANNELLI, Luigi",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"PARMEGIANI, Rosario",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"PIZZO, Eraldo",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"ROSSI, Dante",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"SPINELLI, Brunello",ITA,Men,Water Polo,Gold
1960,Rome,Aquatics,Water polo,"AGEEV, Viktor",URS,Men,Water Polo,Silver
