Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1996,Atlanta,Aquatics,Diving,"XIAO, Hailiang",CHN,Men,10M Platform,Bronze
1996,Atlanta,Aquatics,Diving,"SAUTIN, Dmitry",RUS,Men,10M Platform,Gold
1996,Atlanta,Aquatics,Diving,"HEMPEL, Jan",GER,Men,10M Platform,Silver
1996,Atlanta,Aquatics,Diving,"CLARK, Mary Ellen",USA,Women,10M Platform,Bronze
1996,Atlanta,Aquatics,Diving,"FU, Mingxia",CHN,Women,10M Platform,Gold
1996,Atlanta,Aquatics,Diving,"WALTER, Annika",GER,Women,10M Platform,Silver
1996,Atlanta,Aquatics,Diving,"LENZI, Mark Edward",USA,Men,3M Springboard,Bronze
1996,Atlanta,Aquatics,Diving,"XIONG, Ni",CHN,Men,3M Springboard,Gold
1996,Atlanta,Aquatics,Diving,"YU, Zhuocheng",CHN,Men,3M Springboard,Silver
1996,Atlanta,Aquatics,Diving,"PELLETIER, Annie",CAN,Women,3M Springboard,Bronze
1996,Atlanta,Aquatics,Diving,"FU, Mingxia",CHN,Women,3M Springboard,Gold
1996,Atlanta,Aquatics,Diving,"LASHKO, Irina",RUS,Women,3M Springboard,Silver
1996,Atlanta,Aquatics,Swimming,"BENT, Neisser",CUB,Men,100M Backstroke,Bronze
1996,Atlanta,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,Men,100M Backstroke,Gold
1996,Atlanta,Aquatics,Swimming,"FALCON CABRERA, Rodolfo",CUB,Men,100M Backstroke,Silver
1996,Atlanta,Aquatics,Swimming,"KRIEL, Marianne",RSA,Women,100M Backstroke,Bronze
1996,Atlanta,Aquatics,Swimming,"BOTSFORD, Beth",USA,Women,100M Backstroke,Gold
1996,Atlanta,Aquatics,Swimming,"HEDGEPETH, Whitney L.",USA,Women,100M Backstroke,Silver
1996,Atlanta,Aquatics,Swimming,"WARNECKE, Mark",GER,Men,100M Breaststroke,Bronze
1996,Atlanta,Aquatics,Swimming,"DEBURGHGRAEVE, Frederik",BEL,Men,100M Breaststroke,Gold
1996,Atlanta,Aquatics,Swimming,"LINN, Jeremy",USA,Men,100M Breaststroke,Silver
1996,Atlanta,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Women,100M Breaststroke,Bronze
1996,Atlanta,Aquatics,Swimming,"HEYNS, Penelope",RSA,Women,100M Breaststroke,Gold
1996,Atlanta,Aquatics,Swimming,"BEARD, Amanda",USA,Women,100M Breaststroke,Silver
1996,Atlanta,Aquatics,Swimming,"KULIKOV, Vladislav",RUS,Men,100M Butterfly,Bronze
1996,Atlanta,Aquatics,Swimming,"PANKRATOV, Denis",RUS,Men,100M Butterfly,Gold
1996,Atlanta,Aquatics,Swimming,"MILLER, Scott",AUS,Men,100M Butterfly,Silver
1996,Atlanta,Aquatics,Swimming,"MARTINO, Angel",USA,Women,100M Butterfly,Bronze
1996,Atlanta,Aquatics,Swimming,"VAN DYKEN, Amy",USA,Women,100M Butterfly,Gold
1996,Atlanta,Aquatics,Swimming,"LIU, Limin",CHN,Women,100M Butterfly,Silver
1996,Atlanta,Aquatics,Swimming,"BORGES, Gustavo",BRA,Men,100M Freestyle,Bronze
1996,Atlanta,Aquatics,Swimming,"POPOV, Alexander",RUS,Men,100M Freestyle,Gold
1996,Atlanta,Aquatics,Swimming,"HALL, Gary Jr.",USA,Men,100M Freestyle,Silver
1996,Atlanta,Aquatics,Swimming,"MARTINO, Angel",USA,Women,100M Freestyle,Bronze
1996,Atlanta,Aquatics,Swimming,"LE, Jingyi",CHN,Women,100M Freestyle,Gold
1996,Atlanta,Aquatics,Swimming,"VOELKER, Sandra",GER,Women,100M Freestyle,Silver
1996,Atlanta,Aquatics,Swimming,"SMITH, Graeme",GBR,Men,1500M Freestyle,Bronze
1996,Atlanta,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,1500M Freestyle,Gold
1996,Atlanta,Aquatics,Swimming,"KOWALSKI, Daniel",AUS,Men,1500M Freestyle,Silver
