Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1976,Montreal,Aquatics,Diving,"ALEINIK, Vladimir",URS,Men,10M Platform,Bronze
1976,Montreal,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10M Platform,Gold
1976,Montreal,Aquatics,Diving,"LOUGANIS, Gregory",USA,Men,10M Platform,Silver
1976,Montreal,Aquatics,Diving,"WILSON, Deborah Keplar",USA,Women,10M Platform,Bronze
1976,Montreal,Aquatics,Diving,"VAYTSEKHOVSKAYA, Elena",URS,Women,10M Platform,Gold
1976,Montreal,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,10M Platform,Silver
1976,Montreal,Aquatics,Diving,"KOSENKOV, Aleksandr",URS,Men,3M Springboard,Bronze
1976,Montreal,Aquatics,Diving,"BOGGS, Philip George",USA,Men,3M Springboard,Gold
1976,Montreal,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,3M Springboard,Silver
1976,Montreal,Aquatics,Diving,"POTTER-MCINGVALE, Cynthia",USA,Women,3M Springboard,Bronze
1976,Montreal,Aquatics,Diving,"CHANDLER, Jennifer Kay",USA,Women,3M Springboard,Gold
1976,Montreal,Aquatics,Diving,"KÖHLER, Christa",GDR,Women,3M Springboard,Silver
1976,Montreal,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100M Backstroke,Bronze
1976,Montreal,Aquatics,Swimming,"NABER, John Phillips",USA,Men,100M Backstroke,Gold
1976,Montreal,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,100M Backstroke,Silver
1976,Montreal,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,100M Backstroke,Bronze
1976,Montreal,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,100M Backstroke,Gold
1976,Montreal,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,100M Backstroke,Silver
1976,Montreal,Aquatics,Swimming,"YOZAITIS, Arvidas",URS,Men,100M Breaststroke,Bronze
1976,Montreal,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100M Breaststroke,Gold
1976,Montreal,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,100M Breaststroke,Silver
1976,Montreal,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,100M Breaststroke,Bronze
1976,Montreal,Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,100M Breaststroke,Gold
1976,Montreal,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,100M Breaststroke,Silver
1976,Montreal,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,100M Butterfly,Bronze
1976,Montreal,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,100M Butterfly,Gold
1976,Montreal,Aquatics,Swimming,"BOTTOM, Joseph Stuart",USA,Men,100M Butterfly,Silver
1976,Montreal,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,100M Butterfly,Bronze
1976,Montreal,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100M Butterfly,Gold
1976,Montreal,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100M Butterfly,Silver
1976,Montreal,Aquatics,Swimming,"NOCKE, Peter",FRG,Men,100M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,100M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"BABASHOFF, Jack, Jr.",USA,Men,100M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,100M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"PRIEMER, Petra",GDR,Women,100M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"HOLLAND, Stephen",AUS,Men,1500M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,1500M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"HACKETT, Robert William",USA,Men,1500M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"HARRIGAN, Daniel Lee",USA,Men,200M Backstroke,Bronze
1976,Montreal,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200M Backstroke,Gold
1976,Montreal,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,200M Backstroke,Silver
1976,Montreal,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,200M Backstroke,Bronze
1976,Montreal,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,200M Backstroke,Gold
1976,Montreal,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200M Backstroke,Silver
1976,Montreal,Aquatics,Swimming,"COLELLA, Richard Phillip Jr.",USA,Men,200M Breaststroke,Bronze
1976,Montreal,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200M Breaststroke,Gold
1976,Montreal,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200M Breaststroke,Silver
1976,Montreal,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,200M Breaststroke,Bronze
1976,Montreal,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,200M Breaststroke,Gold
1976,Montreal,Aquatics,Swimming,"YURCHENYA, Marina",URS,Women,200M Breaststroke,Silver
1976,Montreal,Aquatics,Swimming,"FORRESTER, William Ronald, Jr.",USA,Men,200M Butterfly,Bronze
1976,Montreal,Aquatics,Swimming,"BRUNER, Michael Lee",USA,Men,200M Butterfly,Gold
1976,Montreal,Aquatics,Swimming,"GREGG, Steven Garrett",USA,Men,200M Butterfly,Silver
1976,Montreal,Aquatics,Swimming,"KOTHER-GABRIEL, Rosemarie",GDR,Women,200M Butterfly,Bronze
1976,Montreal,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,200M Butterfly,Gold
1976,Montreal,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,200M Butterfly,Silver
1976,Montreal,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,200M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"FURNISS, Bruce Macfarlane",USA,Men,200M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,200M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"RASKATOV, Vladimir",URS,Men,400M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,400M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"SHAW, Timothy Andrew",USA,Men,400M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"SMITH, Shannon",CAN,Women,400M Freestyle,Bronze
1976,Montreal,Aquatics,Swimming,"THÜMER, Petra",GDR,Women,400M Freestyle,Gold
1976,Montreal,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,400M Freestyle,Silver
1976,Montreal,Aquatics,Swimming,"SMIRNOV, Andrei",URS,Men,400M Individual Medley,Bronze
1976,Montreal,Aquatics,Swimming,"STRACHAN, Rodney",USA,Men,400M Individual Medley,Gold
1976,Montreal,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400M Individual Medley,Silver
1976,Montreal,Aquatics,Swimming,"SMITH, Rebecca",CAN,Women,400M Individual Medley,Bronze
