Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1932,Los Angeles,Aquatics,Diving,"KURTZ, Frank Allen",USA,Men,10M Platform,Bronze
1932,Los Angeles,Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,10M Platform,Gold
1932,Los Angeles,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10M Platform,Silver
1932,Los Angeles,Aquatics,Diving,"ROPER, Marion Dale",USA,Women,10M Platform,Bronze
1932,Los Angeles,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,10M Platform,Gold
1932,Los Angeles,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,10M Platform,Silver
1932,Los Angeles,Aquatics,Diving,"DEGENER, Richard Kempster",USA,Men,3M Springboard,Bronze
1932,Los Angeles,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3M Springboard,Gold
1932,Los Angeles,Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,3M Springboard,Silver
1932,Los Angeles,Aquatics,Diving,"FAUNTZ, Jane",USA,Women,3M Springboard,Bronze
1932,Los Angeles,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3M Springboard,Gold
1932,Los Angeles,Aquatics,Diving,"RAWLS, Katherine Louise",USA,Women,3M Springboard,Silver
1932,Los Angeles,Aquatics,Swimming,"KAWATSU, Kentaro",JPN,Men,100M Backstroke,Bronze
1932,Los Angeles,Aquatics,Swimming,"KIYOKAWA, Masaji",JPN,Men,100M Backstroke,Gold
1932,Los Angeles,Aquatics,Swimming,"IRIYE, Toshio",JPN,Men,100M Backstroke,Silver
1932,Los Angeles,Aquatics,Swimming,"DAVIES, Elizabeth Valerie",GBR,Women,100M Backstroke,Bronze
1932,Los Angeles,Aquatics,Swimming,"HOLM, Eleanor",USA,Women,100M Backstroke,Gold
1932,Los Angeles,Aquatics,Swimming,"MEALING, Philomenia Alecia",AUS,Women,100M Backstroke,Silver
1932,Los Angeles,Aquatics,Swimming,"SCHWARTZ, Albert",USA,Men,100M Freestyle,Bronze
1932,Los Angeles,Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,100M Freestyle,Gold
1932,Los Angeles,Aquatics,Swimming,"KAWAISHI, Tatsugo",JPN,Men,100M Freestyle,Silver
1932,Los Angeles,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,100M Freestyle,Bronze
1932,Los Angeles,Aquatics,Swimming,"MADISON, Helene",USA,Women,100M Freestyle,Gold
1932,Los Angeles,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,100M Freestyle,Silver
1932,Los Angeles,Aquatics,Swimming,"CRISTY, James Crapo Jr.",USA,Men,1500M Freestyle,Bronze
1932,Los Angeles,Aquatics,Swimming,"KITAMURA, Kusuo",JPN,Men,1500M Freestyle,Gold
1932,Los Angeles,Aquatics,Swimming,"MAKINO, Shozo",JPN,Men,1500M Freestyle,Silver
